,TESLA DIAGNOSTICS,Unnamed: 1,Unnamed: 2
1603,508    OS121   CEA (Carcino Embryonic          ECLIA                    Serum(2ml)          2-8°C   Ampath         Daily      5 Days,500.00,
1604,Antigen) -BC0074,,
1605,,,
1606,509    OS122   CK Isoenzyme                    Electrophoresis          Serum(2ml)          2-8°C   Ampath         Daily      10 Days,9600.00,
1607,Electrophoresis - BC0568,,
1608,,,
1609,510    OS123   CMV DNA PCR (Cytomegal          Real Time PCR            WB-EDTA ( 3 ml)(3   2-8°C   Ampath         Daily      5 Days,5000.00,
1610,o Virus) - Qualitative - MD00                            ml),,
1611,19,,
1612,,,
1613,511    OS124   CMV IgG ( Cytomegalo            ELISA                    Serum(2ml)          2-8°C   Ampath         Daily      5 Days,850.00,
1614,Virus) - SI0024,,
1615,,,
1616,512    OS125   CMV IgG (Cytomegalo Virus       ELISA                    CSF (1ml)(1ml)      2-8°C   Ampath         Daily      7 Days,4600.00,
1617,)-CSF - SI0546,,
1618,,,
1619,513    OS126   CMV IgM (Cytomegalo Virus       ELISA                    Serum(2ml)          2-8°C   Ampath         Daily      5 Days,850.00,
1620,) - SI0025,,
1621,,,
1622,514    OS127   CRP Quantitative(AP) - SI00     Immunoturbidometery      Serum(2ml)          2-8°C   Ampath         Daily      5 Days,600.00,
1623,23,,
1624,,,
1625,515    OS128   Culture & Sensitivity of        Automated Liquid Based   Blood(5ml Special   2-8°C   Ampath         Daily      10 Days,2000.00,
1626,Blood Anaerobic - MB0002        Anaerobic Culture        Container),,
1627,,,
1628,"516    OS129   Cytology (PAP SMEAR),           Microscopy               .(Special           NA      Ampath         Daily      5 Days",1150.00,
1629,"Genital, Female, Liquid                                  Container)",,
1630,Based (LP) - J006,,
1631,,,
1632,517    OS130   Cadmium - 24hrs Urine -         ICPMS                    24 Hrs. Urine(20m   2-8°C   Ampath         Daily      5 Days,4200.00,
1633,BC0336                                                   l (24 hrs Urine,,
1634,Volume)),,
1635,,,
1636,518    OS131   Cadmium - Blood - BC0337        ICPMS                    WB-Heparin(3ml)     2-8°C   Ampath         Daily      5 Days,4200.00,
1637,,,
1638,519    OS132   Cadmium-Spot Urine - BC0        ICPMS                    Urine(20ml)         2-8°C   Ampath         Daily      5 Days,4200.00,
1639,338,,
1640,,,
1641,Page 32 of 86,,
1642,LABORATORY MEDICINE,,
1643,,,
1644,SNo     Test    Name Of Test                   Methodology            Sample/Volume       Temp    Referral Lab   Schedule   Turn around,MRP,
1645,Code                                                                                      Name                      time,,
1646,,,
1647,520    OS133   Calcitonin -BC0066             Chemiluminescence      Serum(2ml)          2-8°C   Ampath         Daily      5 Days,1500.00,
1648,,,
1649,521    OS134   Calprotectin - Fecal -SI0094   EIA                    Stool(NA)           2-8°C   Ampath         Daily      15 Days,3900.00,
1650,,,
1651,522    OS135   Coccidioides Antibody (AP)     Immunodiffusion        Serum(2ml)          2-8°C   Ampath         Daily      25 Days,2000.00,
1652,- SI0536,,
1653,,,
1654,523    OS136   Cannabinoids-Urine - BC0       Flow Chromatographic   Urine(20ml)         2-8°C   Ampath         Daily      5 Days,1000.00,
1655,598                            Immuno Assay,,
1656,,,
1657,524    OS137   Carbamazepine (Tegretol) -     CLIA                   Serum(2ml)          2-8°C   Ampath         Daily      5 Days,700.00,
1658,BC0072,,
1659,,,
1660,"525    OS138   Cardiolipin Antibody (IgG,Ig   ELISA                  Serum(2ml)          2-8°C   Ampath         Daily      5 Days",1800.00,
1661,"A, IgM)-SI0002/SI0104/SI00",,
1662,03,,
1663,,,
1664,"526    OS139   Cardiolipin Antibody (IgG,Ig   ELISA                  Serum(2ml)          2-8°C   Ampath         Daily      5 Days",1200.00,
1665,M)-SI0002/SI0003,,
1666,,,
1667,527    OS140   Cardiolipin IgA Antibody       ELISA                  Serum(2ml)          2-8°C   Ampath         Daily      5 Days,600.00,
1668,SI0104,,
1669,,,
1670,528    OS141   Cardiolipin IgG Antibody -SI   ELISA                  Serum(2ml)          2-8°C   Ampath         Daily      5 Days,600.00,
1671,0002,,
1672,,,
1673,529    OS142   Cardiolipin IgM Antibody -SI   ELISA                  Serum(2ml)          2-8°C   Ampath         Daily      5 Days,600.00,
1674,0003,,
1675,,,
1676,530    OS143   Catecholamines - 24hrs         Ion Exchange Columm    24 Hrs. Urine(20m   2-8°C   Ampath         Daily      10 Days,5000.00,
1677,Urine - BC0073                 Chromotography         l (24hrs Urine,,
1678,Volume)),,
1679,,,
1680,531    OS144   Catecholamines - Plasma -      Chromotography         WB-EDTA Plasma(     2-8°C   Ampath         Daily      10 Days,8500.00,
1681,BC00554                                               3ml),,
1682,,,
1683,532    OS145   Centromere Antibody.- SI03     EIA                    Serum(2ml)          2-8°C   Ampath         Daily      7 Days,1600.00,
1684,44,,
1685,,,
1686,533    OS146   Ceruloplasmin - BC0075         Immunochromatogrophy   Serum(2ml)          2-8°C   Ampath         Daily      5 Days,800.00,
1687,,,
1688,534    OS148   Chikungunya RNA PCR -          Real Time PCR          WB-EDTA(3ml)        2-8°C   Ampath         Daily      7 Days,3500.00,
1689,MD0003,,
1690,,,
1691,535    OS149   Chlamydia Pneumonia IgG        EIA                    Serum(2ml)          2-8°C   Ampath         Daily      10 Days,2800.00,
1692,Antibodies - SI0376,,
1693,,,
1694,536    OS150   Chlamydia Pneumonia IgA        EIA                    Serum(2ml)          2-8°C   Ampath         Daily      10 Days,2800.00,
1695,Antibodies - SI0375,,
1696,,,
1697,,,
1698,,,
1699,Page 33 of 86,,
1700,LABORATORY MEDICINE,,
1701,,,
1702,SNo     Test    Name Of Test                  Methodology                  Sample/Volume       Temp    Referral Lab   Schedule   Turn aro,d     MRP,
1703,Code                                                                                           Name                      time,,
1704,537    OS151   Chlamydia Pneumonia IgM       EIA                          Serum(2ml)          2-8°C   Ampath         Daily      10 Days,2800.00,
1705,Antibodies - SI0377,,
1706,,,
1707,538    OS152   Chlamydia Trachomatis IgA     EIA                          Serum(2ml)          2-8°C   Ampath         Daily      7 Days,1500.00,
1708,Antibodies.- SI0378,,
1709,,,
1710,539    OS153   Chlamydia Trachomatis         EIA                          Serum(2ml)          2-8°C   Ampath         Daily      7 Days,1500.00,
1711,IgG Antibodies.- SI0086,,
1712,,,
1713,540    OS154   Chlamydia Trachomatis         EIA                          Serum(2ml)          2-8°C   Ampath         Daily      7 Days,1500.00,
1714,IgM Antibodies.- SI0380,,
1715,,,
1716,541    OS155   Cholinesterase - BC0087       Spectrophotometry            Serum(2ml)          2-8°C   Ampath         Daily      5 Days,1000.00,
1717,,,
1718,542    OS156   Chromium - 24 hrs Urine -B    ICP-MS                       24 Hrs. Urine(20m   2-8°C   Ampath         Daily      5 Days,4000.00,
1719,C0345                                                      l (24 hrs Urine,,
1720,Volume)),,
1721,,,
1722,543    OS157   Chromium - Blood - BC034      ICP-MS                       WB-EDTA ( 3 ml)(3   2-8°C   Ampath         Daily      5 Days,4000.00,
1723,6                                                          ml),,
1724,,,
1725,544    OS158   Chromium - Spot Urine -       ICP-AAS                      Urine(20ml)         2-8°C   Ampath         Daily      5 Days,4000.00,
1726,BC0347,,
1727,,,
1728,545    OS159   Chromogranin A (LP) - R09     Trace                        EDTA-WB(3ml)        2-8°C   Lalpath        Daily      7 Days,5500.00,
1729,8,,
1730,,,
1731,546    OS160   Chromosome Analysis (Kar      Lymphocytes Cell Culture     Sodium Heparin(3    2-8°C   Gentech        Daily      25 Days,4000.00,
1732,yotyping)                                                  ml),,
1733,,,
1734,547    OS161   Chromosome Analysis -         Lymphocytes Cell Culture     WB-Heparin(3ml)     2-8°C   Gentech        Daily      25 Days,3600.00,
1735,Husband,,
1736,,,
1737,548    OS162   Chromosome Analysis -         Lymphocytes Cell Culture     WB-Heparin(3ml)     2-8°C   Gentech        Daily      25 Days,3600.00,
1738,Wife,,
1739,,,
1740,549    OS163   Chyle - Urine-CP0003          Chemical                     Urine(20ml)         2-8°C   Ampath         Daily      5 Days,500.00,
1741,,,
1742,550    OS164   Chylomicron- Urine - BC05     Bio Chemical                 Urine(20ml)         2-8°C   Ampath         Daily      5 Days,800.00,
1743,57,,
1744,,,
1745,551    OS165   Chylomicron- Serum - BC0      Bio Chemical                 Serum(2ml)          2-8°C   Ampath         Daily      10 Days,800.00,
1746,556,,
1747,,,
1748,552    OS166   Citrate - 24hrs Urine- BC02   Spectrophotometry-Enzymati   24 Hrs. Urine(20m   2-8°C   Ampath         Daily      7 Days,1500.00,
1749,96                            c                            l (24 hrs Urine,,
1750,Volume)),,
1751,,,
1752,,,
1753,,,
1754,,,
1755,Page 34 of 86,,
1756,LABORATORY MEDICINE,,
1757,,,
1758,SNo     Test    Name Of Test                    Methodology                    Sample/Volume        Temp    Referral Lab   Schedule   Tur,around     M,
1759,Code                                                                                                Name                      tim,,
1760,553    OS167   Cobalt - 24 hrs Urine - BC0     ICPMS                          24 Hrs. Urine(20m    2-8°C   Ampath         Daily      5 D,s        420,00
1761,350                                                            l (24 hrs Urine,,
1762,Volume) Special,,
1763,Container),,
1764,,,
1765,554    OS168   Cobalt - Blood - BC0351         ICPMS                          EDTA-WB(3ml          2-8°C   Ampath         Daily      5 D,s        420,00
1766,Special Container),,
1767,,,
1768,555    OS169   Cobalt - Spot Urine - BC034     ICPMS                          Urine(20ml           2-8°C   Ampath         Daily      5 D,s        420,00
1769,9                                                              Special Container),,
1770,,,
1771,556    OS170   Coccaine - BC0599               Flow Chromatography            Urine(20ml)          2-8°C   Ampath         Daily      5 D,s        100,00
1772,,,
1773,557    OS171   Copper - 24 hrs urine - BC0     ICPMS                          24 Hrs. Urine(20m    2-8°C   Ampath         Daily      7 D,s        240,00
1774,090                                                            l (24 hrs Urine,,
1775,Volume)),,
1776,,,
1777,558    OS172   Copper - Serum-BC0091           Enzymatic colorimetric Assay   Serum(2ml)           2-8°C   Ampath         Daily      5 D,s         80,00
1778,-IFCC,,
1779,,,
1780,559    OS173   Copper - Spot Urine - BC03      GFAAS With Zeeman              Urine(20ml)          2-8°C   Ampath         Daily      7 D,s        240,00
1781,53                              Correction,,
1782,,,
1783,560    OS174   Cortisol - Free 24 hrs Urine    CLIA                           24 Hrs. Urine(20m    2-8°C   Ampath         Daily      5 D,s        120,00
1784,- BC0564                                                       l (24 hrs Urine,,
1785,Volume)),,
1786,,,
1787,561    OS175   Cryptococcus Antigen            Latex Partical Agglutination   CSF/BAL/Urine(2m     2-8°C   Ampath         Daily      5 D,s        260,00
1788,Detection - CSF/ Urine - SI0                                   l),,
1789,542,,
1790,,,
1791,562    OS176   Cryptococcus Antigen            Latex partical Agglutination   Serum(2ml)           2-8°C   Ampath         Daily      5 D,s        260,00
1792,Detection - Serum- SI0097,,
1793,,,
1794,563    OS177   Cryptosporidium Antigen         Radio Immuno Assay             Stool(NA)            2-8°C   Ampath         Daily      5 D,s        270,00
1795,Detction-Stool(Rapid card) -,,
1796,SI0383,,
1797,,,
1798,564    OS178   Cryptosporidium Elements        Staining & Microscopy          Stool(NA)            2-8°C   Ampath         Daily      5 D,s         70,00
1799,Identification Stool -Microsc,,
1800,opy - MB0192,,
1801,,,
1802,565    OS180   Cyfra 21-1 (Lung Cancer         ECLIA                          Serum/EDTA           2-8°C   Ampath         Daily      10,ys       400,00
1803,Marker)- BC0570                                                Plasma(3ml),,
1804,,,
1805,566    OS181   Cystatin-C - BC0101             Nephlometry                    Serum(2ml)           2-8°C   Ampath         Daily      5 D,s        170,00
1806,,,
1807,567    OS182   Cysticercosis IgG Antibody-     EIA                            Serum(2ml)           2-8°C   Ampath         Daily      7 D,s        180,00
1808,SI0089,,
1809,,,
1810,,,
1811,Page 35 of 86,,
1812,LABORATORY MEDICINE,,
1813,,,
1814,SNo     Test    Name Of Test                 Methodology            Sample/Volume       Temp    Referral Lab   Schedule   Turn around,RP,
1815,Code                                                                                    Name                      time,,
1816,568    OS183   D-Dimer (LP) -H134           Latex Agglutination    Plasma-Na.          2-8°C   Lalpath        Daily      5 Days        1,0.00,
1817,Citrated(2ml),,
1818,,,
1819,569    OS184   DHEA (Dehydroepiandroste     ELISA                  Serum(2ml)          2-8°C   Ampath         Daily      5 Days        1,0.00,
1820,rone) - BC0102,,
1821,,,
1822,570    OS185   DHEA-S (Dehydroepiandro      ECLIA                  Serum(2ml)          2-8°C   Ampath         Daily      5 Days,0.00,
1823,sterone-Sulphate) - BC010,,
1824,3,,
1825,,,
1826,571    OS186   DHT (5A-Dihydrotestostero    ELISA                  Serum(2ml)          2-8°C   Ampath         Daily      7 Days        3,0.00,
1827,ne) - BC0105,,
1828,,,
1829,572    OS187   DMD/ BMD - (Duchenne /       Multiplex PCR          EDTA-WB(3ml)        2-8°C   Ampath         Daily      7 Days        9,0.00,
1830,Becker Muscular Dystrophy,,
1831,) - 18 exons - MD0132,,
1832,,,
1833,573    OS188   Drug of Abuse - Urine -      Flow Chromatographic   Urine(20ml)         2-8°C   Ampath         Daily      5 Days,0.00,
1834,Phencyclidine (PCP) -BC06    Immunoassay,,
1835,03,,
1836,,,
1837,574    OS189   Digoxin -BC0104              CLIA                   Serum(2ml)          2-8°C   Ampath         Daily      5 Days        1,0.00,
